genre,artist,album,song,lyrics
You made me believe that love was forever

And love could sustain us through every fight

I'll let go of all of the other

Pretenders they were wasting my time


[Pre-Chorus 2]

I never thought that I would say this

But I can see us having babies

I could see it from the stars

That I might give you my heart

From the moment that I met you

Knew that I would never let you

Slip away, it's okay

You can make me


[Chorus]

A one woman man

A one woman man, oh

Want you all to my side

Don't want nobody else

Oh, you love it

Oh, you love it

Won't you be

A one woman man (one woman)

A one woman man, uh (one woman)


[Bridge]

I can never say I loved you

I kept all my gold

But you broke in my house

You've stolen my heart

Now I've given you the key

Got all of you for all of me

But baby, I promise you'll be


[Chorus]

A one woman man, oh

Want you all to myself

Don't want nobody else

Oh, I love it

Oh, they love it

I can be

A one woman man (one woman)

A one woman man, uh (one woman)"

Pop,Soundtrack,Fifty Shades Darker ,No Running From Me ,"[Verse 1]

Well I'm alive

Your blood is pumping through these veins

I'll catch you by surprise

I'm coming back to take the rein


[Pre-Chorus 1]

Now you're free and well

Just giving a while

Time will tell

You're under my spell, oh


[Chorus]

There ain't no running from me, no, no, no

There ain't no running from me, yeah

Oh no


[Verse 2]

I'm not a saint

Nor am I one for smooth edges

When I'm around

Calamity comes out to play


[Pre-Chorus 2]

How did you heard the news

That I get to chose

How it plays out

No matter how you scream and shout


[Chorus]

There ain't no running from me, no, no, no, no

There ain't no running from me, yeah

No, no, no, no, no, no, no, no, no, no

There ain't no running from me

Oh no


[Bridge]

You're sure you don't want the back, mmh

You're sure you don't want the back

Here I say


[Chorus]

There ain't no running from me, no, no, no, no, no, no, no

There ain't no running from me, no, no, no, no, no, no

There ain't no running away to hide, no, no, no, no, no, no, no, no, no

No no, oh no"

Pop,Soundtrack,Fifty Shades Darker ,Lies In the Dark ,"[Intro]

Over, over, and again

Over (aah) and again

Over, over, and again

Over (aah)


[Verse 1]

People talk, but people don't know

You can't make plans, just live as I go

People talk, they don't understand

Love and pain go hand in hand

Ooh, say what they want, I'm still thinking it's worth it

Ooh, little bit drunk, tell my heart you won't hurt it


[Pre-Chorus]

I love your lies in the dark

Love tearing up a broken heart

Over, over, and again

I love you, now take me home

Love every way you turn me on

Over, over, and again


[Chorus]

Over, over, and again

Over (aah) and again

Over, over, and again

Over (aah) and again

Over, over, and again

Over (aah) and again

Over, over, and again

Over (aah) and again


[Verse 2]

I can't fake I'm in it for you

Good people do bad things too

Say you changed, don't know if I would (nah)

Wanna be yours for real if I could


[Pre-Chorus]

I love your lies in the dark

Love tearing up a broken heart

Over, over, and again

I love you, now take me home

Love everywhere you turn me on

Over, over, and again


[Chorus]

Over, over, and again

Over (aah) and again

Over, over, and again

Over (aah) and again

Over, over, and again

Over (aah) and again

Over, over, and again

Over (aah) and again


[Bridge]

Ooh, say what they want, I'm still thinking it's worth it

Ooh, little bit drunk, tell my heart you won't hurt it


[Chorus]

Over, over, and again

Over (aah) and again

Over, over, and again

Over (aah) and again

(Over, over, and again)

Love your lies in the dark

(Over, aah, and again)

Love tearing up a broken heart

(Over, over, and again)

(Over, aah, and again)

I love you, now take me home

(Over, over, and again)

Love every way you turn me on

(Over, aah, and again)


[Outro]

Love your lies in the dark"

Pop,Soundtrack,Fifty Shades Darker ,Pray ,"[Verse 1: JRY]

I've been playing with my demons

Making troubles for yourself

And these days are far from over

You know I can't help myself

I love coming for you baby

And it's killing me inside

I've been dying for you baby

Almost every single night


[Pre-Chorus: JRY]

Forget the words I'm saying

I know that I've been cruel

I pray for peace

Tell me why don't you


[Chorus: Rooty]

Oh I pray

I know that I've been cruel

Oh I pray

I know that what I do


[Verse 2: JRY]

I've been losing my religion

Making trouble for myself

And these nights are getting longer

You know I just need your help

I keep running for you baby

And it's eating me alive

I'll be dying for you baby

'Till you'll bring me back to life


[Pre-Chorus: JRY]

Forget the words I'm saying

I know that I've been cruel

I pray for peace

Tell me why don't you


[Chorus: Rooty]

Oh I pray

I know that I've been cruel

Oh I pray

I know that what I do


[Bridge: JRY]

I, wanna throw it all away

For tonight, and the day another day

It's just you and me

And I'm on my knees

Would you pray for me

Would you pray pray pray pray


[Chorus: Rooty]

Oh I pray

I know that I've been cruel

Oh I pray

I know that what I do"

Pop,Soundtrack,Fifty Shades Darker ,Not Afraid Anymore ,"[Verse 1]

I am not afraid anymore

Standing in the eye of the storm

Ready to face this, dying to taste this, sick sweet warmth

I am not afraid anymore

I want what you got in store

I'm ready to feed now, get in your seat now


[Chorus]

And touch me like you never

And push me like you never

And touch me like you never

'Cause I am not afraid, I am not afraid anymore

No no no


[Post-Chorus]

No no no

No no no

No no no

No no no


[Verse 2]

I am not ashamed anymore

I want something so impure

You better impress now, watching my dress now fall to the floor

Crawling underneath my skin, sweet talk with a hint of sin

Begging you to take me

Devil underneath your grin, sweet thing, but she play to win, heaven gonna hate me


[Chorus]

And touch me like you never

And push me like you never

And touch me like you never

'Cause I am not afraid, I am not afraid anymore

No no no


[Bridge]

Crawling underneath my skin, sweet talk with a hint of sin

Begging you to take me

Devil underneath your grin, sweet thing, bet you play to win, heaven gonna hate me


[Chorus]

And touch me like you never

And push me like you never

And touch me like you never

'Cause I am not afraid, I am not afraid anymore

No no no"

Pop,Keith Urban,Ripcord ,Gone Tomorrow (Here Today) ,"A child held up in the sky

To sunset youth, we say goodbye

But I wonâ€™t live with regret

Carpe Diem is the secret

â€˜Cause, itâ€™s....


Gone tomorrow, here today

I ainâ€™t gonna waste it

I ainâ€™t gonna waste it

No, itâ€™s gone tomorrow

But itâ€™s here today

I wonâ€™t let it slip away


I feel the rush itâ€™s kicking in

And I wish this night would never end

Weâ€™re never coming back around

Like shooting stars, weâ€™re burning out

Itâ€™s...


Gone tomorrow, here today

I ainâ€™t gonna waste it

I ainâ€™t gonna waste it

No, itâ€™s gone tomorrow

But itâ€™s here today

I wonâ€™t let it slip away


I wanna feel, wanna touch the light

I look around for the friends that have gone and Iâ€™m

Reminded that itâ€™s all just a fantasy

But we get to choose what we wanna believe

And I wanna believe that thereâ€™s something more

Another level to the dream, right through the door

But right nowâ€™s for real and itâ€™s fading fast

Better live â€˜cause weâ€™re never gonna to get it back


Itâ€™s...

Gone tomorrow, here today

I said, itâ€™s gone tomorrow but itâ€™s here today

I wonâ€™t let it slip away"

Pop,Keith Urban,Ripcord ,Wasted Time ,"The rain is coming down tonight
I'm smiling looking at this photograph
I hear that song and I'm flying right back
To when we had it made
Every Friday night when the sun went down
We'd be running them streets like we owned the town

And I just can't let it go, no, I just can't let it go
I wonder if you ever think about it like I do
Seven kids on my two lane road
Had the guns on the radio
After all this time it still feels, feels so good

When I think about those summer nights
Singing out the window, on the back roads, Sweet Child of Mine
Sipping on the local's spark of light
Ain't it funny how the best days of my life
Was all that wasted time, all that wasted time

Out of nowhere, it slipped away
And the rope by the river hangs silently
And the town that I knew ain't nothing like it used to be
Ah, I can't explain
They took all the color from the picture frame
And the days got sold to the (?) and the game

And I just can't let it go, no, I just can't let it go
I wonder if you ever think about it like I do
Seven kids on my two lane road
We had the guns on the radio
After all this time it still feels, feels so good

When I think about those summer nights
Singing out the window, on the back roads, Sweet Child of Mine
Sipping on the local's spark of light
Ain't it funny how the best days of my life
Was all that wasted time, all that wasted time
Swinging on the line
Living all that wasted time

Hey, hey, now
Summer dresses rained on the hood of the car
Only music that we had was out the left speaker
We were living every second 'til the time ran out
We had nothing but we had it all

When I think about those summer night
Sneaking out the window, running back roads
Your hand in mine
We were going nowhere, we were so alive
Uh huh, ain't it funny how the best days of my life
Was all that wasted time, all that wasted time
We were swinging out on the line
Living all that wasted time

Hey, you know oh
All that wasted time
Don't you feel it coming on back now
Time, time, time"

Pop,Keith Urban,Ripcord ,Break on Me ,"There'll be days your heart don't wanna beat
You pray more than you breathe
And you just wanna fall to pieces
And nights, those 2 AM calls
Where dreams become walls
And you just need a break
Break on me

Shatter like glass
Come apart in my hands
Take as long as it takes, girl
Break on me
Put your head on my chest
Let me help you forget
When your heart needs to break
Just break on me

There'll be times when someone you know
Becomes someone you knew
But you'd do anything to change it
And words you wanna take back
But you know you can't
When the page just won't turn
And it still hurts
Break on me

Shatter like glass
Come apart in my hands
Take as long as it takes, girl
Break on me
Put your head on my chest
Let me help you forget
When your heart needs to break
Just break on me

Oh, when you need somebody
When you need somebody right now
You're where I'll be
Break on me

Shatter like glass
Come apart in my hands
Take as long as it takes, girl
Break on me
Put your head on my chest
Let me help you forget
When your heart needs to break
Just break on me
Break on me
Break on me, baby"

Pop,Keith Urban,Ripcord ,Worry 'Bout Nothin' ,"Give me a hundred acres, cut a path through the long leaf pines

A little piece of paper saying everything I see is mine

As long as youâ€™re beside me, itâ€™s all the same when the daylight ends

I ainâ€™t never gonna worry â€˜bout nothinâ€™ again

I ainâ€™t never gonna worry â€˜bout nothinâ€™ again

(Tryinâ€™ to) make the money but the money ainâ€™t gonna make me

Do nothinâ€™, I donâ€™t really want to

Tryinâ€™ to make the money but the money ainâ€™t gonna make me

Do nothinâ€™ but spend a little time on you


You sittinâ€™ there lookinâ€™ all pretty

In the sunset tree line half-drunk with me (and I)

Love that feelinâ€™ when the smile starts kickinâ€™ in

Ainâ€™t never gonna worry â€˜bout nothinâ€™ again

You sittinâ€™ there lookinâ€™ all pretty

In the sunset tree line sparkinâ€™ up with me
